project	pr_number	id	key	url	bodyText	RQ1 - Scope	RQ1 - Understandability?	selected-sample	RQ2 - Understandability smells	RQ2 - Where	RQ3 - Acceptability	RQ4 - Improvement	RQ5 - Patch Merged	RQ5 - Patch reverted in the pull request	RQ5 - Patch in the last version of the file	RQ5 - Patch reverted in the codebase history	RQ6 - Spotbugs	RQ6 - PMD	RQ6 - SonarQube	RQ6 - Checkstyle	RQ6 - Covered	Implicit or Explicit?	Why is this related to understandability?
googleapis/java-bigtable	299	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMzIwNTE2OA==	1025	https://codeupcrc.github.io/?key=1025	Same notes as BulkMutation, but you dont need to comment about idempotency this rpc is not retried	Javadoc	Yes	FALSE															
googleapis/java-bigtable	299	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMzIwNTI5NQ==	1026	https://codeupcrc.github.io/?key=1026	same as ConditionalRowMutation	Javadoc	Discard	FALSE															
googleapis/java-bigtable	305	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMjY4NjM2Ng==	1022	https://codeupcrc.github.io/?key=1022	I think we can clean these up.	Code	Yes	FALSE															
googleapis/java-bigtable	305	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NjExMDkxMg==	1023	https://codeupcrc.github.io/?key=1023	javadoc please	Javadoc	Yes	FALSE															
googleapis/java-bigtable	397	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MTk5MTcwNQ==	1019	https://codeupcrc.github.io/?key=1019	why not just bubble the exception up?	Code	No	FALSE															
googleapis/java-bigtable	347	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MTE0NDIyOA==	1021	https://codeupcrc.github.io/?key=1021	Please remove the printlns. If they are needed then maybe convert them into log.trace() or debug()	Other	Yes	TRUE	Inadequate logging and monitoring	Call	Accepted	Remove log	Yes		Yes		NONE	SystemPrintln	Standard outputs should not be used directly to log anything	NONE	TRUE	Implicit	The change code is a code removal
googleapis/java-bigtable	371	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODE0MTE3Mg==	1020	https://codeupcrc.github.io/?key=1020	Is it safe to throw exceptions here? will grpc cancel the underlying call? will the supplied listener to be notified of the failure?	String value	Yes	FALSE															
googleapis/java-bigtable	305	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDEwMzUxMw==	1024	https://codeupcrc.github.io/?key=1024	2020 (for this and other files)	Javadoc	Yes	FALSE															
googleapis/java-spanner	576	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNjQ3MzY5NA==	1027	https://codeupcrc.github.io/?key=1027	nit: same as above, combine the writeAtLeastOnce and writeAtLeastOnceWithOptions?	Code	No	FALSE															
googleapis/java-spanner	576	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1MDQyMDQyMw==	1028	https://codeupcrc.github.io/?key=1028	Suggested change                                                                                                          getExecuteSqlRequestBuilderWithTxnTag(                                                              statement,                                                              QueryMode.NORMAL,                                                              Options.fromUpdateOptions(options),                                                              this.options.hasTag() ? this.options.tag() : null);                                                          getExecuteSqlRequestBuilder(                                                              statement, QueryMode.NORMAL, Options.fromUpdateOptions(options));	Code	Discard	FALSE															
googleapis/java-spanner	54	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NDg2MzU3OQ==	1030	https://codeupcrc.github.io/?key=1030	Same as above regarding the package.	Code	Discard	FALSE															
googleapis/java-spanner	81	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNzY4NTg0MQ==	1029	https://codeupcrc.github.io/?key=1029	Even though tryNext() returns an enum, can we add a default case with a fallthough comment along the lines of "this should never happen"? Or even an exception in case the enum grows over time? https://google.github.io/styleguide/javaguide.html#s4.8.4.3-switch-default	Code	Yes	TRUE	Complex, long, or inadequate logic	Conditional	Accepted	Replace the while and switch structure by an alternative switch with default	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The text suggests adding a comment to explain the functionality of the code in the default case of the switch. The change created the default case to throw an exception to make explicit that the case needs to be avoided.
googlecloudplatform/bigquery-utils	101	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NTQ0MDkxNA==	1036	https://codeupcrc.github.io/?key=1036	Please add some comments about those member variables.	Comments	Yes	FALSE															
googlecloudplatform/bigquery-utils	141	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTYxNjQ0MQ==	1032	https://codeupcrc.github.io/?key=1032	nit: TODO	Comments	Yes	TRUE	Incomplete or inadequate code documentation	Conditional	Accepted	Remove TODO code comment for tasks that have already been performed	Yes		Yes		NONE	NONE	Track uses of "TODO" tags	TodoComment	TRUE	Implicit	The review suggests to fix a typo in the documentation. The suggestion helps to improve the understandability of the documentation and, therefore, the source code
googlecloudplatform/bigquery-utils	75	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NjQ0ODI3Mw==	1039	https://codeupcrc.github.io/?key=1039	Rather than give these a QV prefix can we change this to be a custom package called verification or query.verification?	Code	Yes	FALSE															
googlecloudplatform/bigquery-utils	106	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NzU2OTY2Mg==	1035	https://codeupcrc.github.io/?key=1035	I would inline this into the return and then remove the {} from the lambda so it looks like jobInfo -> jobInfo.getConfiguration().getQuery() (I think this is valid syntax)	Code	Yes	FALSE															
googlecloudplatform/bigquery-utils	86	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MTgxNTEzMQ==	1038	https://codeupcrc.github.io/?key=1038	nit: "Unable" and ..."the generated parser**.** "	String value	Yes	TRUE	Wrong, missing, or inadequate string expression or literal	Literal	Accepted	Change literal to adhere to project standards	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests improving the text string used to report issues in execution. While this does not affect functionality or performance, the revised text could help developers better understand the source code.
googlecloudplatform/bigquery-utils	138	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjUzNjc2NQ==	1033	https://codeupcrc.github.io/?key=1033	Instead of adding it one by one, is it possible to do it in a loop to add all dialects Calcite has. Therefore, when Calcite has new dialect, it will be automatically included?	Code	No	FALSE															
googlecloudplatform/bigquery-utils	100	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NzYwNTAwOQ==	1037	https://codeupcrc.github.io/?key=1037	Its recommended to use UPPER_SNAKE_CASE for constant variable names. "TABLE_FETCH_SIZE"	Code	Yes	FALSE															
googlecloudplatform/bigquery-utils	123	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzE0MjExNw==	1034	https://codeupcrc.github.io/?key=1034	It's not clear to me how LocationTracker works. It seems that for each pair of (line, column), location.get(line - 1).get(column-1) will return the location. But I don't understand what the location value represents. It's an integer, so I guess it mean the index in the input string?	Javadoc	Yes	FALSE															
googlecloudplatform/bigquery-utils	159	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NjY0OTk0NA==	1031	https://codeupcrc.github.io/?key=1031	anc' -> 'and'	Javadoc	Yes	TRUE	Incomplete or inadequate code documentation	Class	Accepted	Change text in existing Javadoc to improve grammar or fix a typo	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	An error in the documentation lead the developer to misinterpret what the element target means. The suggestion helps to improve the understandability of the documentation and, therefore, the source code
googlecloudplatform/cloud-opensource-java	1523	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MzU5NTcyMg==	1041	https://codeupcrc.github.io/?key=1041	if block isn't needed	Code	Yes	FALSE															
googlecloudplatform/cloud-opensource-java	1535	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NzUzMzkwNA==	1040	https://codeupcrc.github.io/?key=1040	no need to use quote marks here.	Comments	Yes	TRUE	Incomplete or inadequate code documentation	Method	Not Accepted											Implicit	The reviewer suggests to improve the comment to adhere to a pattern
googlecloudplatform/fda-mystudies	735	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2ODIzNjE3Nw==	1044	https://codeupcrc.github.io/?key=1044	These are not used and already stored in TestDataHelper/TestConstants so please remove	Code	Yes	TRUE	Unnecessary Code	Attribute	Accepted	Remove non-referred constant, import, class, method, or variable	Yes		Yes		UuF: Unused public or protected field (UUF_UNUSED_PUBLIC_OR_PROTECTED_FIELD); UrF: Unread public/protected field (URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD)	NONE	NONE	NONE	TRUE	Implicit	Asks to remove unnecessary code
googlecloudplatform/fda-mystudies	669	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MTI5OTE3Nw==	1046	https://codeupcrc.github.io/?key=1046	Suggested change                                                                                                      403, "EC-989", HttpStatus.FORBIDDEN.toString(), "Can not add participant to open study"),                                                      403, "EC-989", HttpStatus.FORBIDDEN.toString(), "Cannot add participant to open study"),	String value	Yes	FALSE															
googlecloudplatform/fda-mystudies	1394	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwNzE3NDQxMQ==	1042	https://codeupcrc.github.io/?key=1042	nit: your method seems to be returning a date range, so getDateRange might be a better name.	Code	Yes	TRUE	Bad identifier	Method	Accepted	Modify an identifier to express the meaning or type of an element	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Explicit	The reviewer suggests to adjust the identifier because it "might be a better name". The name of code element helps developers to understand what that element means and its content. The context of this improvement has no impact on the functionality or performance.
googlecloudplatform/fda-mystudies	390	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDY2Mzk0Nw==	1047	https://codeupcrc.github.io/?key=1047	can these asserts be moved into a helper method, since they seem to be repeated on multiple tests?	Code	No	FALSE															
googlecloudplatform/fda-mystudies	913	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NjM1MzIxOQ==	1043	https://codeupcrc.github.io/?key=1043	why does this only include uppercase letters?	Code	No	FALSE															
googlecloudplatform/fda-mystudies	673	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MjA3NzMxMQ==	1045	https://codeupcrc.github.io/?key=1045	typo - successfully	String value	Yes	FALSE															
googlecontainertools/jib	2584	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDQyNjY1Mw==	1051	https://codeupcrc.github.io/?key=1051	Add @Immutable as other classes. Also our repo policy is to add a Javadoc for a public class. Can be a short one.	Javadoc	Yes	TRUE	Incomplete or inadequate code documentation	Class	Accepted	Add new Javadoc block to describe the functionality of a code element	Yes		Yes		NONE	CommentRequired	Public types, methods and fields (API) should be documented with Javadoc	MissingJavadocType	TRUE	Implicit	The reviewer asked for a code documentation. This change does not impact functionality or performance.
googlecontainertools/jib	2869	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNDMzNTM2Nw==	1048	https://codeupcrc.github.io/?key=1048	Can you file an issue to use gcr.io/distroless/java:11 when the application is Java 11+?	Code	No	FALSE															
googlecontainertools/jib	2699	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTU4NDE5NQ==	1049	https://codeupcrc.github.io/?key=1049	Suggested change                                                                                                                      results.builtImagesAndBaseImages.get().keySet().size());                                                                      results.builtImagesAndBaseImages.get().size());	Code	Yes	FALSE															
googlecontainertools/jib	2699	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDAwNTM5MQ==	1050	https://codeupcrc.github.io/?key=1050	ditto	Code	Discard	FALSE															
graphhopper/graphhopper	1953	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDA5NDkyOQ==	1055	https://codeupcrc.github.io/?key=1055	Shouldn't this use the 3D distance?	Code	No	FALSE															
graphhopper/graphhopper	2015	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDE1NTY1Mw==	1054	https://codeupcrc.github.io/?key=1054	This is a bit ugly. If we set the custom model via Java API I think it should not be required to set a file (?)	Code	No	FALSE															
graphhopper/graphhopper	1880	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MzgxMjIxMw==	1056	https://codeupcrc.github.io/?key=1056	Thanks again for adapting the code! It seems we also documented this Integer.MAX_VALUE here in the javadocs. Would you mind adapting also this :) ? Last thing I hope ;)	Javadoc	Yes	FALSE															
graphhopper/graphhopper	2168	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMzU2Njg5OA==	1053	https://codeupcrc.github.io/?key=1053	Do we want to keep the hierarchy here? e.g     OTHER()     FOOT(OTHER)     VEHICLE(OTHER)     BIKE(VEHICLE),     MOTOR_VEHICLE(VEHICLE),     CAR(MOTOR_VEHICLE),     MOTORCYCLE(MOTOR_VEHICLE),     HGV(MOTOR_VEHICLE);      TransportationMode(TransporationMode parent) {          // ... This would allow for constructs like this:     HGV.is(VEHICLE) == true	Code	No	FALSE															
graphhopper/graphhopper	2209	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NjI1NjAzNA==	1052	https://codeupcrc.github.io/?key=1052	Ah nice 👍. I also like Statement better than Clause and Keyword is better than Cond.	Code	No	FALSE															
graphql-java/graphql-java	2020	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0Mjg5MDY1MQ==	1058	https://codeupcrc.github.io/?key=1058	I know this PR has already been merged and closed, and the issue is perfectly ignorable, but wanted to point out that sizing a map to an exact number of elements is generally a bad idea. With the default load factor of 0.75, sizing a map like this guarantees a need for resizing.	Code	No	FALSE															
graphql-java/graphql-java	1832	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5ODM1ODU1Mw==	1060	https://codeupcrc.github.io/?key=1060	I am sure we have a JSON string encoder somewhere in the code base Not sure off hand but I recall we do.	Code	Yes	TRUE	Complex, long, or inadequate logic	Call	Accepted	Replace usage of an external API by an internal one	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The comment suggest a change that is only related to convention
graphql-java/graphql-java	1783	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NTYwNDc4OA==	1061	https://codeupcrc.github.io/?key=1061	I don't thing this is correct: we need to record the source location, ?	Code	No	FALSE															
graphql-java/graphql-java	1754	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MjE5NDM2Ng==	1062	https://codeupcrc.github.io/?key=1062	we should remove this comment	Comments	Yes	FALSE															
graphql-java/graphql-java	1859	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNzA5NzQxMg==	1059	https://codeupcrc.github.io/?key=1059	please have a look at the intellij formatter inside the root folder: we don't use * imports.	Code	Yes	TRUE	Complex, long, or inadequate logic	Import	Accepted	Expand the imports	Yes		Yes		NONE	NONE	Wildcard imports should not be used	AvoidStarImport	TRUE	Implicit	The comment ask to import classes explicitly instead of using a wildcard. A motivation could be due the ambiguity between packages. It could to lead issues in compilation or functionality. The text doesn't that the issue is it. However, also it will helps the developer to know what classes are imported and improve the understandability of the code.
graphql-java/graphql-java	2048	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MTk0MDE2OQ==	1057	https://codeupcrc.github.io/?key=1057	Can we please move this to  graphql.schema.idl so its next to graphql.schema.idl.ScalarInfo - its pretty much the same idea as a class and hence it should be in a similar place	Code	No	FALSE															
graylog2/graylog2-server	8518	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDE5MzY2Nw==	1064	https://codeupcrc.github.io/?key=1064	This will potentially build a "user" with the principal of a team.. We need to solve this sooner or later..	Code	No	FALSE															
graylog2/graylog2-server	7916	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDQ1MTI3OA==	1065	https://codeupcrc.github.io/?key=1065	I think this function should not stringify its return value and should simply return Object. That way we can use it for IP addresses, lookup table results etc.	Code	No	FALSE															
graylog2/graylog2-server	7709	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwODk0NjYxMw==	1067	https://codeupcrc.github.io/?key=1067	The leading wildcard handling probably needs to be enabled.	Code	No	FALSE															
graylog2/graylog2-server	8520	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MjYyMzc3NA==	1063	https://codeupcrc.github.io/?key=1063	This variable is unused. The users variable is put into the UserPageListResponse. Is that correct?	Code	Yes	FALSE															
graylog2/graylog2-server	7867	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwODA3MjA2OA==	1066	https://codeupcrc.github.io/?key=1066	Maybe we shouldn't call this streamsQuery?                         Suggested change                                                                                                    private Map<String, IndexSet> indexSetsForStreams(List<DBObject> streamsQuery) {                                                        final Set<String> indexSetIds = streamsQuery.stream()                                                                .map(stream -> (String)stream.get(StreamImpl.FIELD_INDEX_SET_ID))                                                                .filter(s -> !isNullOrEmpty(s))                                                                .collect(Collectors.toSet());                                                    private Map<String, IndexSet> indexSetsForStreams(List<DBObject> streams) {                                                        final Set<String> indexSetIds = streams.stream()                                                                .map(stream -> (String)stream.get(StreamImpl.FIELD_INDEX_SET_ID))                                                                .filter(s -> !isNullOrEmpty(s))                                                                .collect(Collectors.toSet());	Code	Yes	TRUE	Bad identifier	Parameter	Accepted	Modify an identifier to express the meaning or type of an element	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests to improve the identifier. The name of code element helps developers to understand what that element means and its content.
greenplum-db/pxf	474	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNjIwMDQ2NQ==	1070	https://codeupcrc.github.io/?key=1070	do we care about case insensitivity ?	Code	No	FALSE															
greenplum-db/pxf	286	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2OTg5MjQ4MA==	1073	https://codeupcrc.github.io/?key=1073	maybe we should refactor this to a function that takes a long: private BigDecimal bigDecimalFromLong(long val) and above (int32) you could cast the int to long.	Code	No	FALSE															
gridgain/gridgain	1027	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMTI2MDYwNg==	1077	https://codeupcrc.github.io/?key=1077	Looks more like an ERROR.	Other	Yes	FALSE															
gridgain/gridgain	939	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5Mjg1NjgyNw==	1078	https://codeupcrc.github.io/?key=1078	braces	Code	Yes	TRUE	Inconsistent or disrupted formatting	Loop	Accepted	Add braces in a single statement block	Yes		Yes		NONE	ControlStatementBraces	Multiline blocks should be enclosed in curly braces; Control structures should use curly braces	NeedBraces	TRUE	Implicit	The suggestion asks for formatting and documentation. Both are related to the understandability of the code. The suggestion has no impact on functionality or performance.
h2database/h2database	2545	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNDUxODczNQ==	1088	https://codeupcrc.github.io/?key=1088	Conditions should use castToBoolean(…) to ensure BOOLEAN data type of optimized expression.	Code	No	FALSE															
hapifhir/hapi-fhir	2104	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NTk2MTI0Mg==	1094	https://codeupcrc.github.io/?key=1094	This is technically false right? Subscriptions can be EMPI-managed. Not sure if that is relevant here.	Code	No	FALSE															
hapifhir/hapi-fhir	1807	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMjUxNTAyOQ==	1098	https://codeupcrc.github.io/?key=1098	Consider adding: ONLY_TO_DEFAULT_PARTITION,	Code	No	FALSE															
hartwigmedical/pipeline5	190	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MjE3MjQyOA==	1101	https://codeupcrc.github.io/?key=1101	As the argument is optional, we should use the features of Optional and not have another "empty" case of an empty string. You can either just not specify the image name in the builder or use Optional.empty(). I think the former is most consistent with what's already here.	Code	Yes	TRUE	Complex, long, or inadequate logic	Call	Accepted	Replace an expression by an alternative expression	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Explicit	The reviewer asked for an alternative expression because it "is most consistent"
hashgraph/hedera-mirror-node	578	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NzkyNDY5OQ==	1111	https://codeupcrc.github.io/?key=1111	Why is this added here if it is a standalone bean used in a standalone fashion in the handler?	Code	No	FALSE															
hmcts/ccd-data-store-api	1151	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMDE3MzAzNQ==	1130	https://codeupcrc.github.io/?key=1130	IDE tell me it can be simplified to: .map(list -> String.join(".", list))	Code	Yes	FALSE															
hortonworks/cloudbreak	9116	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NzcxNzkxMw==	1133	https://codeupcrc.github.io/?key=1133	I don't think the EntitlementService can be null.	Code	No	FALSE															
hortonworks/cloudbreak	7484	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MDM5MjkwNA==	1136	https://codeupcrc.github.io/?key=1136	this should be also come from a @Value so we can turn it off/on as we wish	Code	No	FALSE															
hub4j/github-api	674	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDI1MjgzMQ==	1140	https://codeupcrc.github.io/?key=1140	This is also needed or the error just keeps happening.                        Suggested change                                                                                                                return parse(type, instance, timeouts - 1);                                                                uc = setupConnection(uc.getURL());                                                                return parse(type, instance, timeouts - 1);	Code	No	FALSE															
hubspot/jinjava	529	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMTM1NTQ1Mw==	1143	https://codeupcrc.github.io/?key=1143	A test for this could be good	Code	No	FALSE															
hugegraph/hugegraph	1121	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2Mjg2Mjg2OA==	1150	https://codeupcrc.github.io/?key=1150	RaftNode.this.started	Code	Yes	FALSE															
hyperledger/besu	423	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NjIwMTE2MQ==	1158	https://codeupcrc.github.io/?key=1158	It will only find on chain groups, so maybe we should call it PivxFindOnChainPrivacyGroup?	Code	Yes	FALSE															
ibm/fhir	928	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwODk3Mzk5NA==	1164	https://codeupcrc.github.io/?key=1164	maybe a comment here to explain that getInstance() loads all the static providers	Javadoc	Yes	TRUE	Incomplete or inadequate code documentation	Call	Not Accepted											Implicit	The reviewer asked for documentation to clarify the code for other developers. No impact on functionality or performance.
ibm/fhir	594	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDE0NDc0NQ==	1166	https://codeupcrc.github.io/?key=1166	I think we should throw an exception.  This could lead to unintended consequences.  if a tenant is not passed in, it should be treated as invalid.	Code	No	FALSE															
ibm/fhir	1813	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MTE0MTcxOA==	1159	https://codeupcrc.github.io/?key=1159	do we ever get an "E" as input to this?	Code	No	FALSE															
ibm/fhir	1267	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NzAwMDA2MQ==	1160	https://codeupcrc.github.io/?key=1160	copyright needs to be updated	Other	No	FALSE															
ibm/fhir	1267	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NjU4MzQ5NQ==	1161	https://codeupcrc.github.io/?key=1161	Suggested change                                                                                                    /* (non-Javadoc)                                                     * @see com.ibm.fhir.persistence.jdbc.connection.FHIRTransactionFactory#create()                                                     */	Javadoc	Yes	FALSE															
infinispan/infinispan	8270	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODk1ODU1NA==	1171	https://codeupcrc.github.io/?key=1171	You need to take into account that the default is fs, and can be omitted. So having 2 entities with one of them pointing to local-heap, would cause only 1  property with DIRECTORY_PROVIDER_SUFFIX but two backends.	Code	No	FALSE															
infinispan/infinispan	8532	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDA0MTQ0NQ==	1170	https://codeupcrc.github.io/?key=1170	We can add an if (trace)	Code	No	FALSE															
infinispan/infinispan	8600	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzYyMTEyOQ==	1168	https://codeupcrc.github.io/?key=1168	I worry that the blocking is now just relegated to this call instead. We really need https://issues.redhat.com/browse/ISPN-11731 to verify these are all fixed.	Code	No	FALSE															
infinispan/infinispan	7873	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3Nzc2ODg5MA==	1174	https://codeupcrc.github.io/?key=1174	No, this does not start JMX :) Please name it registerMBeans.	Code	Yes	FALSE															
infinispan/infinispan	8129	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMjgwNDc2OQ==	1172	https://codeupcrc.github.io/?key=1172	Is this is needed at all? All the constructors already have a storageMediaType parameter.	Code	No	FALSE															
infinispan/infinispan	8629	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzY3MTM2Mg==	1167	https://codeupcrc.github.io/?key=1167	Do we have a JIRA for this?	Code	No	FALSE															
infinispan/infinispan	8072	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU5ODU0MTI5NQ==	1173	https://codeupcrc.github.io/?key=1173	isStale is always false	Code	Yes	TRUE	Inadequate logging and monitoring	Variable	Accepted	Change log settings	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The code change is a replace for adhere to a pattern
infinispan/infinispan	8571	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODYyNjgwMQ==	1169	https://codeupcrc.github.io/?key=1169	CacheQuery is also deprecated, so better not to change it.	Code	No	FALSE															
inria/spoon	3562	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NTU2OTYyMQ==	1179	https://codeupcrc.github.io/?key=1179	expected should be the second argument, not the last you can remove the first one, the message, not relevant here	Code	Yes	FALSE															
inria/spoon	3565	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzQ4NjkzOA==	1178	https://codeupcrc.github.io/?key=1178	@martinezmatias a rotten assertion	Code	No	FALSE															
inria/spoon	3595	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4Nzg4NzcyNA==	1177	https://codeupcrc.github.io/?key=1177	is there a reason for the timeout?	Code	No	FALSE															
inria/spoon	3716	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNjUyOTIwNg==	1175	https://codeupcrc.github.io/?key=1175	What about keeping target != null to avoid crashing with NPE on target.isImplicit?	Code	No	FALSE															
inria/spoon	3627	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5ODgyNjU5Mg==	1176	https://codeupcrc.github.io/?key=1176	split it in 3 testcases?	Code	Yes	TRUE	Complex, long, or inadequate logic	Method	Accepted	Extract method	Yes		Yes		NONE	ExcessiveMethodLength	NONE	MethodLength	TRUE	Implicit	Asks to split a test case
